pp,trial1,hit1,response1,outcome1,outcometype1,condition1,trial2,hit2,response2,outcome2,outcometype2,condition2
35,87,0,2,-1,2,3,87,0,2,1,1,3
35,88,1,1,1,1,3,88,0,2,-1,2,3
35,89,1,1,1,1,3,89,1,1,-1,2,3
35,90,1,1,-1,2,3,90,0,2,1,1,3
35,91,0,2,-1,2,3,91,0,2,1,1,3
35,92,1,1,-1,2,3,92,0,2,-1,2,3
35,93,1,1,1,1,1,93,0,2,1,1,3
35,94,1,1,1,1,1,94,NA,NA,NA,NA,1
35,95,1,1,1,1,1,95,0,2,-1,2,1
35,96,1,1,1,1,1,96,0,2,-1,2,1
35,97,1,1,1,1,1,97,0,2,-1,2,1
35,98,1,1,1,1,1,98,0,2,-1,2,1
35,99,1,1,1,1,1,99,0,2,1,1,1
35,100,1,2,1,1,2,100,0,2,-1,2,1
35,101,1,2,-1,2,2,101,0,2,1,1,1
35,102,1,2,1,1,2,102,0,2,-1,2,1
35,103,1,2,1,1,2,103,0,2,1,1,1
35,104,1,2,1,1,2,104,0,2,-1,2,1
35,105,1,2,1,1,2,105,0,2,-1,2,1
35,106,1,2,1,1,2,106,0,2,-1,2,1
35,107,0,2,-1,2,1,107,1,1,1,1,1
35,108,1,1,1,1,1,108,0,2,-1,2,1
35,109,1,1,1,1,1,109,1,1,1,1,1
35,110,1,1,-1,2,1,110,1,2,1,1,2
35,111,1,1,1,1,1,111,1,2,1,1,2
35,112,1,1,1,1,1,112,0,1,-1,2,2
35,113,1,1,1,1,1,113,1,2,1,1,2
35,114,1,1,1,1,1,114,1,2,1,1,2
35,115,1,2,-1,2,3,115,1,2,1,1,2
35,116,1,2,-1,2,3,116,1,2,1,1,2
35,117,0,1,-1,2,3,117,1,2,-1,2,2
35,118,1,2,1,1,3,118,0,2,-1,2,1
35,119,1,2,-1,2,3,119,0,2,-1,2,1
35,120,1,2,-1,2,3,120,1,1,-1,2,1
35,121,1,2,-1,2,3,121,0,2,-1,2,1
35,122,0,1,1,1,3,122,1,1,1,1,1
35,123,0,1,1,1,3,123,1,1,1,1,1
35,124,0,1,-1,2,3,124,0,2,1,1,1
35,125,0,1,-1,2,3,125,0,2,-1,2,1
35,126,1,2,1,1,3,126,1,1,1,1,1
35,127,1,2,-1,2,3,127,1,1,1,1,1
35,128,0,1,-1,2,3,128,0,2,-1,2,1
35,129,1,2,-1,2,3,129,0,2,-1,2,1
35,130,0,1,1,1,3,130,0,2,-1,2,1
35,131,1,1,1,1,1,131,1,1,1,1,1
35,132,1,1,1,1,1,132,1,1,1,1,1
35,133,1,1,1,1,1,133,1,1,-1,2,1
35,134,1,1,1,1,1,134,0,1,-1,2,3
35,135,1,1,1,1,1,135,0,1,-1,2,3
35,136,1,1,1,1,1,136,1,2,-1,2,3
35,137,1,1,1,1,1,137,0,1,-1,2,3
35,138,0,1,1,1,2,138,1,2,-1,2,3
35,139,0,1,1,1,2,139,1,2,-1,2,3
35,140,0,1,-1,2,2,140,0,1,-1,2,3
35,141,1,2,1,1,2,141,0,1,-1,2,3
35,142,1,2,1,1,2,142,1,2,-1,2,3
35,143,1,2,1,1,2,143,1,2,1,1,3
35,144,1,2,1,1,2,144,1,2,1,1,3
35,145,1,2,1,1,2,145,1,2,1,1,3
35,146,1,2,1,1,2,146,0,2,-1,2,1
35,147,1,2,1,1,2,147,1,1,1,1,1
35,148,0,2,1,1,3,148,0,2,-1,2,1
35,149,0,2,1,1,3,149,0,2,-1,2,1
35,150,1,1,-1,2,3,150,0,2,-1,2,1
35,151,0,2,-1,2,3,151,0,2,-1,2,1
35,152,1,1,1,1,3,152,1,1,1,1,1
35,153,1,1,1,1,3,153,0,2,-1,2,1
35,154,1,1,-1,2,3,154,0,2,-1,2,1
35,155,1,1,1,1,3,155,NA,NA,NA,NA,1
35,156,1,1,1,1,3,156,0,2,1,1,1
35,157,1,1,1,1,3,157,0,2,-1,2,1
35,158,0,1,-1,2,2,158,1,1,1,1,1
35,159,1,2,1,1,2,159,1,1,1,1,1
35,160,1,2,1,1,2,160,1,1,1,1,1
35,161,1,2,1,1,2,161,0,2,1,1,1
35,162,1,2,1,1,2,162,0,1,1,1,2
35,163,1,2,1,1,2,163,1,2,-1,2,2
35,164,1,2,1,1,2,164,1,2,1,1,2
35,165,1,2,1,1,2,165,1,2,1,1,2
35,166,0,2,-1,2,1,166,0,1,-1,2,2
35,167,1,1,1,1,1,167,0,1,-1,2,2
35,168,1,1,1,1,1,168,1,2,1,1,2
35,169,1,1,-1,2,1,169,1,2,1,1,2
35,170,0,2,-1,2,1,170,0,1,-1,2,2
35,171,1,1,1,1,1,171,0,1,1,1,2
35,172,1,1,1,1,1,172,1,2,1,1,2
35,173,1,1,-1,2,1,173,0,1,-1,2,2
35,174,0,2,-1,2,1,174,0,1,-1,2,2
35,175,1,1,1,1,1,175,1,2,1,1,2
35,176,0,1,-1,2,3,176,1,2,1,1,2
35,177,1,2,-1,2,3,177,0,1,-1,2,2
35,178,0,1,-1,2,3,178,0,2,1,1,3
35,179,1,2,1,1,3,179,1,1,1,1,3
35,180,1,2,1,1,3,180,0,2,1,1,3
35,181,1,2,-1,2,3,181,1,1,1,1,3
35,182,1,2,-1,2,3,182,0,2,-1,2,3
35,183,0,1,1,1,3,183,0,2,-1,2,3
35,184,0,1,1,1,3,184,0,2,-1,2,3
35,185,0,1,1,1,3,185,1,1,-1,2,3
35,186,0,1,1,1,3,186,0,2,-1,2,3
35,187,0,1,-1,2,3,187,0,2,-1,2,3
35,188,1,2,1,1,3,188,0,2,1,1,3
35,189,1,2,-1,2,3,189,0,2,-1,2,3
35,190,1,2,1,1,3,190,1,1,1,1,3
35,191,1,2,1,1,3,191,1,1,1,1,3
35,192,0,2,-1,2,1,192,1,1,1,1,3
35,193,1,1,1,1,1,193,0,2,1,1,3
35,194,1,1,-1,2,1,194,0,1,-1,2,2
35,195,1,1,1,1,1,195,0,1,1,1,2
35,196,1,1,1,1,1,196,1,2,1,1,2
35,197,1,1,1,1,1,197,1,2,1,1,2
35,198,1,1,1,1,1,198,1,2,1,1,2
35,199,1,1,1,1,1,199,0,1,-1,2,2
35,200,0,1,-1,2,2,200,1,2,1,1,2
35,201,1,2,-1,2,2,201,1,2,1,1,2
35,202,1,2,1,1,2,202,1,2,-1,2,2
35,203,1,2,1,1,2,203,1,2,1,1,2
35,204,1,2,1,1,2,204,0,2,-1,2,1
35,205,1,2,1,1,2,205,0,2,-1,2,1
35,206,1,2,1,1,2,206,1,1,1,1,1
35,207,1,2,1,1,2,207,0,2,-1,2,1
35,208,1,1,1,1,1,208,1,1,1,1,1
35,209,1,1,1,1,1,209,0,2,-1,2,1
35,210,1,1,1,1,1,210,NA,NA,NA,NA,1
35,211,1,1,1,1,1,211,1,1,1,1,1
35,212,1,1,1,1,1,212,1,1,1,1,1
35,213,1,1,1,1,1,213,1,1,1,1,1
35,214,1,1,-1,2,1,214,1,1,1,1,1
35,215,1,2,-1,2,3,215,1,1,1,1,1
35,216,1,2,-1,2,3,216,0,1,1,1,3
35,217,0,1,-1,2,3,217,0,1,1,1,3
35,218,1,2,1,1,3,218,0,1,-1,2,3
35,219,1,2,-1,2,3,219,0,1,-1,2,3
35,220,0,1,-1,2,3,220,0,1,1,1,3
35,221,0,1,1,1,3,221,0,1,-1,2,3
35,222,0,1,1,1,3,222,0,1,-1,2,3
35,223,0,1,-1,2,3,223,0,1,-1,2,3
35,224,1,2,-1,2,3,224,0,1,1,1,3
35,225,0,1,1,1,3,225,0,1,-1,2,3
35,226,0,1,1,1,3,226,0,1,1,1,3
35,227,0,1,1,1,3,227,0,1,1,1,3
35,228,0,1,-1,2,3,228,0,1,-1,2,3
35,229,0,1,-1,2,3,229,0,1,-1,2,3
35,230,0,1,1,1,3,230,0,1,1,1,3
35,231,0,1,1,1,2,231,0,1,1,1,3
35,232,0,1,-1,2,2,232,1,1,1,1,1
35,233,0,1,1,1,2,233,1,1,1,1,1
35,234,0,1,1,1,2,234,1,1,1,1,1
35,235,0,1,1,1,2,235,1,1,1,1,1
35,236,0,1,-1,2,2,236,1,1,-1,2,1
35,237,1,2,1,1,2,237,1,1,1,1,1
35,238,1,2,-1,2,2,238,1,1,1,1,1
35,239,1,2,1,1,2,239,0,1,-1,2,2
35,240,1,2,1,1,2,240,0,1,-1,2,2
35,241,1,2,1,1,2,241,0,1,-1,2,2
35,242,NA,NA,NA,NA,2,242,0,1,-1,2,2
35,243,1,2,-1,2,2,243,0,1,-1,2,2
35,244,0,1,-1,2,2,244,0,1,-1,2,2
35,245,1,2,1,1,2,245,0,1,-1,2,2
35,246,0,2,-1,2,3,246,0,1,-1,2,2
35,247,1,1,-1,2,3,247,0,1,-1,2,2
35,248,1,1,-1,2,3,248,0,1,-1,2,2
35,249,1,1,1,1,3,249,0,1,-1,2,2
36,1,0,2,-1,2,1,1,1,1,-1,2,1
36,2,0,2,-1,2,1,2,0,2,-1,2,1
36,3,1,1,1,1,1,3,0,2,-1,2,1
36,4,1,1,-1,2,1,4,1,1,1,1,1
36,5,1,1,-1,2,1,5,1,1,1,1,1
36,6,0,2,-1,2,1,6,0,2,-1,2,1
36,7,1,1,1,1,1,7,1,1,1,1,1
36,8,1,1,1,1,1,8,1,1,1,1,1
36,9,1,1,1,1,1,9,1,1,-1,2,1
36,10,1,1,1,1,1,10,1,1,1,1,1
36,11,0,1,-1,2,2,11,0,1,-1,2,2
36,12,1,2,1,1,2,12,0,1,-1,2,2
36,13,0,1,1,1,2,13,1,2,1,1,2
36,14,1,2,-1,2,2,14,1,2,1,1,2
36,15,1,2,1,1,2,15,1,2,1,1,2
36,16,1,2,1,1,2,16,1,2,1,1,2
36,17,1,2,1,1,2,17,1,2,1,1,2
36,18,0,1,-1,2,2,18,1,2,1,1,2
36,19,1,2,1,1,2,19,1,2,1,1,2
36,20,0,1,-1,2,2,20,0,2,1,1,3
36,21,0,1,-1,2,2,21,0,2,-1,2,3
36,22,1,2,-1,2,2,22,1,1,-1,2,3
36,23,1,2,-1,2,2,23,1,1,-1,2,3
36,24,1,1,1,1,3,24,0,2,1,1,3
36,25,1,1,1,1,3,25,0,2,1,1,3
36,26,1,1,-1,2,3,26,1,1,1,1,3
36,27,1,1,1,1,3,27,0,2,1,1,3
36,28,1,1,1,1,3,28,0,2,-1,2,3
36,29,1,1,1,1,3,29,1,1,1,1,3
36,30,1,1,-1,2,3,30,1,1,1,1,3
36,31,0,1,-1,2,2,31,1,1,1,1,3
36,32,0,1,-1,2,2,32,1,1,-1,2,3
36,33,1,2,1,1,2,33,0,2,-1,2,3
36,34,1,2,1,1,2,34,0,2,1,1,3
36,35,1,2,1,1,2,35,0,2,1,1,3
36,36,1,2,1,1,2,36,1,2,1,1,2
36,37,1,2,1,1,2,37,1,2,1,1,2
36,38,1,2,1,1,2,38,1,2,1,1,2
36,39,0,1,-1,2,2,39,1,2,1,1,2
36,40,1,2,1,1,2,40,1,2,-1,2,2
36,41,NA,NA,NA,NA,1,41,0,1,1,1,2
36,42,1,1,1,1,1,42,0,1,1,1,2
36,43,0,2,-1,2,1,43,0,1,-1,2,2
36,44,1,1,1,1,1,44,1,2,1,1,2
36,45,1,1,1,1,1,45,1,2,1,1,2
36,46,1,1,1,1,1,46,0,2,-1,2,1
36,47,1,1,1,1,1,47,0,2,1,1,1
36,48,1,1,1,1,1,48,0,2,-1,2,1
36,49,1,1,1,1,1,49,1,1,1,1,1
36,50,0,1,1,1,2,50,1,1,1,1,1
36,51,0,1,1,1,2,51,1,1,1,1,1
36,52,0,1,-1,2,2,52,1,1,-1,2,1
36,53,1,2,1,1,2,53,0,2,-1,2,1
36,54,1,2,1,1,2,54,0,2,-1,2,1
36,55,1,2,1,1,2,55,1,1,1,1,1
36,56,1,2,1,1,2,56,1,1,1,1,1
36,57,1,2,1,1,2,57,0,2,-1,2,1
36,58,1,2,1,1,2,58,0,2,-1,2,1
36,59,1,2,1,1,2,59,1,1,1,1,1
36,60,0,2,1,1,3,60,1,1,1,1,1
36,61,0,2,-1,2,3,61,1,1,1,1,1
36,62,1,1,-1,2,3,62,0,1,1,1,2
36,63,0,2,1,1,3,63,0,1,-1,2,2
36,64,0,2,1,1,3,64,0,1,-1,2,2
36,65,0,2,-1,2,3,65,1,2,1,1,2
36,66,1,1,-1,2,3,66,1,2,1,1,2
36,67,0,2,-1,2,3,67,1,2,1,1,2
36,68,1,1,1,1,3,68,1,2,1,1,2
36,69,1,1,-1,2,3,69,1,2,1,1,2
36,70,1,1,-1,2,3,70,1,2,1,1,2
36,71,1,1,1,1,3,71,1,2,1,1,2
36,72,1,1,1,1,3,72,0,2,1,1,3
36,73,1,1,-1,2,3,73,0,2,1,1,3
36,74,1,1,1,1,1,74,0,2,-1,2,3
36,75,1,1,1,1,1,75,0,2,-1,2,3
36,76,1,1,1,1,1,76,1,1,-1,2,3
36,77,1,1,-1,2,1,77,0,2,1,1,3
36,78,1,1,1,1,1,78,0,2,1,1,3
36,79,1,1,1,1,1,79,0,2,1,1,3
36,80,1,1,-1,2,1,80,0,2,1,1,3
36,81,1,2,-1,2,2,81,0,2,1,1,3
36,82,1,2,1,1,2,82,0,2,-1,2,3
36,83,1,2,1,1,2,83,1,1,1,1,3
36,84,1,2,1,1,2,84,1,1,1,1,3
36,85,1,2,-1,2,2,85,1,1,1,1,3
36,86,1,2,1,1,2,86,1,1,-1,2,3
36,87,1,2,-1,2,2,87,0,2,-1,2,3
36,88,1,1,1,1,1,88,0,2,-1,2,1
36,89,1,1,-1,2,1,89,1,1,1,1,1
36,90,1,1,1,1,1,90,1,1,1,1,1
36,91,1,1,1,1,1,91,1,1,1,1,1
36,92,1,1,1,1,1,92,1,1,1,1,1
36,93,1,1,1,1,1,93,1,1,1,1,1
36,94,1,1,1,1,1,94,1,1,1,1,1
36,95,0,1,-1,2,3,95,1,1,1,1,1
36,96,0,1,1,1,3,96,0,1,-1,2,2
36,97,0,1,1,1,3,97,1,2,1,1,2
36,98,0,1,-1,2,3,98,1,2,1,1,2
36,99,0,1,1,1,3,99,1,2,1,1,2
36,100,0,1,-1,2,3,100,1,2,-1,2,2
36,101,0,1,1,1,3,101,1,2,1,1,2
36,102,0,1,1,1,3,102,1,2,1,1,2
36,103,1,2,-1,2,3,103,1,2,1,1,2
36,104,0,1,-1,2,3,104,0,2,-1,2,1
36,105,1,2,1,1,3,105,1,1,1,1,1
36,106,1,2,1,1,3,106,1,1,1,1,1
36,107,1,2,1,1,3,107,1,1,-1,2,1
36,108,1,2,1,1,3,108,0,2,1,1,1
36,109,1,2,-1,2,3,109,0,2,1,1,1
36,110,1,2,1,1,3,110,0,2,-1,2,1
36,111,0,2,-1,2,1,111,1,1,1,1,1
36,112,0,2,1,1,1,112,1,1,1,1,1
36,113,0,2,-1,2,1,113,1,1,1,1,1
36,114,1,1,1,1,1,114,1,1,1,1,1
36,115,1,1,1,1,1,115,0,1,1,1,3
36,116,1,1,1,1,1,116,0,1,-1,2,3
36,117,1,1,-1,2,1,117,1,2,-1,2,3
36,118,1,1,-1,2,1,118,1,2,1,1,3
36,119,0,2,-1,2,1,119,1,2,1,1,3
36,120,0,2,-1,2,1,120,1,2,1,1,3
36,121,1,1,1,1,1,121,1,2,1,1,3
36,122,1,1,-1,2,1,122,1,2,-1,2,3
36,123,0,1,-1,2,2,123,1,2,1,1,3
36,124,0,1,-1,2,2,124,0,2,-1,2,1
36,125,1,2,1,1,2,125,1,1,1,1,1
36,126,1,2,1,1,2,126,1,1,1,1,1
36,127,1,2,-1,2,2,127,1,1,1,1,1
36,128,1,2,1,1,2,128,1,1,1,1,1
36,129,1,2,1,1,2,129,1,1,-1,2,1
36,130,1,2,1,1,2,130,0,2,1,1,1
36,131,1,2,-1,2,2,131,0,2,-1,2,1
36,132,0,2,-1,2,3,132,0,2,-1,2,1
36,133,1,1,1,1,3,133,1,1,1,1,1
36,134,1,1,-1,2,3,134,1,1,1,1,1
36,135,1,1,1,1,3,135,0,1,-1,2,2
36,136,1,1,1,1,3,136,0,1,-1,2,2
36,137,1,1,-1,2,3,137,1,2,1,1,2
36,138,1,1,1,1,3,138,1,2,-1,2,2
36,139,1,1,-1,2,3,139,1,2,1,1,2
36,140,0,1,-1,2,2,140,1,2,1,1,2
36,141,1,2,1,1,2,141,1,2,1,1,2
36,142,1,2,-1,2,2,142,1,2,-1,2,2
36,143,1,2,1,1,2,143,1,2,1,1,2
36,144,1,2,1,1,2,144,0,2,1,1,3
36,145,1,2,1,1,2,145,0,2,1,1,3
36,146,1,2,1,1,2,146,0,2,-1,2,3
36,147,1,2,1,1,2,147,1,1,1,1,3
36,148,0,2,-1,2,1,148,1,1,1,1,3
36,149,1,1,1,1,1,149,1,1,-1,2,3
36,150,1,1,1,1,1,150,0,2,1,1,3
36,151,1,1,1,1,1,151,0,2,1,1,3
36,152,1,1,1,1,1,152,0,2,-1,2,3
36,153,1,1,-1,2,1,153,0,2,1,1,3
36,154,1,1,1,1,1,154,0,2,-1,2,3
36,155,1,1,1,1,1,155,1,1,-1,2,3
36,156,0,1,1,1,3,156,0,2,1,1,3
36,157,0,1,1,1,3,157,0,2,-1,2,3
36,158,0,1,1,1,3,158,1,1,-1,2,3
36,159,0,1,1,1,3,159,0,2,1,1,3
36,160,0,1,1,1,3,160,1,2,1,1,2
36,161,0,1,-1,2,3,161,1,2,1,1,2
36,162,1,2,-1,2,3,162,1,2,-1,2,2
36,163,1,2,1,1,3,163,0,1,-1,2,2
36,164,1,2,-1,2,3,164,0,1,-1,2,2
36,165,0,1,1,1,3,165,1,2,1,1,2
36,166,0,1,1,1,3,166,1,2,1,1,2
36,167,0,1,-1,2,3,167,1,2,1,1,2
36,168,0,1,-1,2,3,168,1,2,1,1,2
36,169,1,2,1,1,3,169,0,2,1,1,1
36,170,1,2,-1,2,3,170,0,2,-1,2,1
36,171,0,1,1,1,3,171,1,1,1,1,1
36,172,1,1,1,1,1,172,1,1,1,1,1
36,173,1,1,1,1,1,173,1,1,1,1,1
36,174,1,1,1,1,1,174,1,1,1,1,1
36,175,1,1,1,1,1,175,1,1,1,1,1
36,176,1,1,-1,2,1,176,1,1,1,1,1
36,177,1,1,1,1,1,177,1,1,1,1,1
36,178,1,1,1,1,1,178,0,1,1,1,3
36,179,0,1,1,1,2,179,0,1,1,1,3
36,180,0,1,-1,2,2,180,0,1,1,1,3
36,181,0,1,-1,2,2,181,0,1,1,1,3
36,182,0,1,-1,2,2,182,0,1,-1,2,3
36,183,0,1,-1,2,2,183,1,2,-1,2,3
36,184,0,1,1,1,2,184,1,2,-1,2,3
36,185,0,1,1,1,2,185,0,1,1,1,3
36,186,0,1,1,1,2,186,0,1,-1,2,3
36,187,0,1,-1,2,2,187,1,2,-1,2,3
36,188,0,1,-1,2,2,188,0,1,-1,2,3
36,189,1,2,-1,2,2,189,1,2,1,1,3
36,190,1,2,1,1,2,190,1,2,1,1,3
36,191,1,2,1,1,2,191,1,2,1,1,3
36,192,1,2,1,1,2,192,1,2,1,1,3
36,193,1,2,1,1,2,193,0,2,-1,2,1
36,194,1,2,1,1,2,194,1,1,1,1,1
36,195,0,2,1,1,1,195,1,1,1,1,1
36,196,0,2,-1,2,1,196,1,1,1,1,1
36,197,0,2,-1,2,1,197,1,1,1,1,1
36,198,1,1,1,1,1,198,1,1,1,1,1
36,199,1,1,1,1,1,199,1,1,1,1,1
36,200,1,1,1,1,1,200,1,1,1,1,1
36,201,1,1,1,1,1,201,0,1,-1,2,2
36,202,1,1,1,1,1,202,1,2,1,1,2
36,203,1,1,1,1,1,203,1,2,1,1,2
36,204,1,1,-1,2,1,204,1,2,1,1,2
36,205,0,1,-1,2,3,205,1,2,1,1,2
36,206,0,1,-1,2,3,206,1,2,1,1,2
36,207,1,2,1,1,3,207,1,2,1,1,2
36,208,1,2,-1,2,3,208,1,2,-1,2,2
36,209,1,2,-1,2,3,209,0,2,1,1,1
36,210,0,1,-1,2,3,210,0,2,-1,2,1
36,211,1,2,-1,2,3,211,1,1,1,1,1
36,212,0,1,-1,2,3,212,1,1,1,1,1
36,213,0,1,1,1,3,213,1,1,1,1,1
36,214,0,1,-1,2,3,214,1,1,1,1,1
36,215,0,1,1,1,3,215,1,1,1,1,1
36,216,0,1,-1,2,3,216,1,1,1,1,1
36,217,1,2,-1,2,3,217,1,1,1,1,1
36,218,1,2,-1,2,3,218,0,1,1,1,3
36,219,0,1,-1,2,3,219,0,1,-1,2,3
36,220,0,1,-1,2,3,220,1,2,-1,2,3
36,221,0,1,-1,2,2,221,0,1,1,1,3
36,222,0,1,-1,2,2,222,0,1,-1,2,3
36,223,1,2,-1,2,2,223,1,2,1,1,3
36,224,1,2,1,1,2,224,1,2,1,1,3
36,225,1,2,1,1,2,225,1,2,-1,2,3
36,226,1,2,1,1,2,226,1,2,-1,2,3
36,227,1,2,1,1,2,227,0,1,1,1,3
36,228,1,2,1,1,2,228,0,1,-1,2,3
36,229,1,2,1,1,2,229,0,1,-1,2,3
36,230,0,2,-1,2,3,230,1,2,-1,2,3
36,231,0,2,-1,2,3,231,1,2,1,1,3
36,232,0,2,-1,2,3,232,1,2,1,1,3
36,233,0,2,-1,2,3,233,1,2,1,1,2
36,234,1,1,-1,2,3,234,1,2,1,1,2
36,235,1,1,-1,2,3,235,1,2,-1,2,2
36,236,1,1,-1,2,3,236,1,2,1,1,2
36,237,0,2,-1,2,3,237,1,2,1,1,2
36,238,1,1,1,1,3,238,1,2,1,1,2
36,239,1,1,-1,2,3,239,1,2,1,1,2
36,240,1,1,-1,2,3,240,0,2,1,1,3
36,241,1,1,1,1,3,241,0,2,-1,2,3
36,242,0,1,-1,2,2,242,0,2,-1,2,3
36,243,1,2,1,1,2,243,1,1,-1,2,3
36,244,1,2,1,1,2,244,1,1,-1,2,3
36,245,1,2,1,1,2,245,0,2,1,1,3
36,246,1,2,1,1,2,246,0,2,1,1,3
36,247,1,2,1,1,2,247,0,2,1,1,3
36,248,1,2,-1,2,2,248,0,2,1,1,3
36,249,1,2,1,1,2,249,0,2,1,1,3
37,1,1,1,1,1,1,1,0,2,1,1,1
37,2,1,1,-1,2,1,2,0,2,1,1,1
37,3,1,1,1,1,1,3,0,2,-1,2,1
37,4,1,1,1,1,1,4,1,1,1,1,1
37,5,1,1,1,1,1,5,1,1,1,1,1
37,6,1,1,1,1,1,6,NA,NA,NA,NA,1
37,7,1,1,-1,2,1,7,1,1,-1,2,1
37,8,0,1,-1,2,2,8,1,1,1,1,1
37,9,1,2,1,1,2,9,1,1,1,1,1
37,10,1,2,-1,2,2,10,1,1,1,1,1
37,11,1,2,1,1,2,11,1,1,-1,2,1
37,12,1,2,1,1,2,12,0,1,1,1,2
37,13,0,1,1,1,2,13,0,1,-1,2,2
37,14,0,1,1,1,2,14,1,2,-1,2,2
37,15,1,2,1,1,2,15,0,1,1,1,2
37,16,0,1,-1,2,2,16,1,2,1,1,2
37,17,0,1,-1,2,2,17,1,2,1,1,2
37,18,1,2,1,1,2,18,1,2,1,1,2
37,19,1,2,1,1,2,19,1,2,1,1,2
37,20,1,2,1,1,2,20,1,2,1,1,2
37,21,1,2,1,1,2,21,1,2,1,1,2
37,22,1,2,1,1,2,22,0,2,-1,2,3
37,23,1,2,1,1,2,23,1,1,1,1,3
37,24,0,2,1,1,3,24,0,2,-1,2,3
37,25,0,2,1,1,3,25,1,1,-1,2,3
37,26,0,2,-1,2,3,26,0,2,1,1,3
37,27,1,1,-1,2,3,27,NA,NA,NA,NA,3
37,28,0,2,1,1,3,28,0,2,-1,2,3
37,29,0,2,-1,2,3,29,0,2,-1,2,3
37,30,0,2,1,1,3,30,NA,NA,NA,NA,3
37,31,0,2,-1,2,3,31,1,1,1,1,3
37,32,1,1,1,1,3,32,1,1,1,1,3
37,33,1,1,-1,2,3,33,1,1,1,1,3
37,34,1,1,1,1,3,34,1,1,1,1,3
37,35,1,1,1,1,3,35,1,1,1,1,3
37,36,1,1,1,1,3,36,1,1,-1,2,3
37,37,1,1,1,1,3,37,1,1,-1,2,3
37,38,1,1,-1,2,3,38,1,2,1,1,2
37,39,1,2,1,1,2,39,1,2,1,1,2
37,40,1,2,-1,2,2,40,1,2,1,1,2
37,41,1,2,1,1,2,41,1,2,1,1,2
37,42,1,2,1,1,2,42,1,2,1,1,2
37,43,1,2,-1,2,2,43,1,2,1,1,2
37,44,0,1,-1,2,2,44,1,2,1,1,2
37,45,1,2,1,1,2,45,0,2,1,1,1
37,46,0,1,-1,2,2,46,0,2,-1,2,1
37,47,1,2,1,1,2,47,NA,NA,NA,NA,1
37,48,0,2,-1,2,1,48,NA,NA,NA,NA,1
37,49,0,2,-1,2,1,49,1,1,1,1,1
37,50,1,1,1,1,1,50,1,1,1,1,1
37,51,1,1,1,1,1,51,1,1,1,1,1
37,52,1,1,1,1,1,52,1,1,1,1,1
37,53,1,1,1,1,1,53,0,2,1,1,1
37,54,1,1,1,1,1,54,0,2,-1,2,1
37,55,0,2,1,1,1,55,1,1,1,1,1
37,56,0,2,-1,2,1,56,1,1,1,1,1
37,57,1,1,1,1,1,57,1,1,1,1,1
37,58,1,1,1,1,1,58,0,1,-1,2,2
37,59,0,1,1,1,2,59,1,2,1,1,2
37,60,0,1,-1,2,2,60,1,2,-1,2,2
37,61,1,2,1,1,2,61,0,1,-1,2,2
37,62,1,2,-1,2,2,62,0,1,-1,2,2
37,63,0,1,-1,2,2,63,NA,NA,NA,NA,2
37,64,1,2,1,1,2,64,0,1,1,1,2
37,65,1,2,-1,2,2,65,0,1,-1,2,2
37,66,1,2,1,1,2,66,1,2,1,1,2
37,67,1,2,1,1,2,67,0,1,-1,2,2
37,68,1,2,-1,2,2,68,1,2,1,1,2
37,69,1,1,1,1,3,69,1,2,-1,2,2
37,70,1,1,-1,2,3,70,1,2,1,1,2
37,71,1,1,-1,2,3,71,NA,NA,NA,NA,2
37,72,0,2,1,1,3,72,1,2,1,1,2
37,73,0,2,1,1,3,73,1,2,1,1,2
37,74,0,2,-1,2,3,74,0,2,-1,2,3
37,75,0,2,1,1,3,75,0,2,1,1,3
37,76,0,2,1,1,3,76,0,2,-1,2,3
37,77,0,2,1,1,3,77,1,1,1,1,3
37,78,0,2,-1,2,3,78,1,1,1,1,3
37,79,0,2,1,1,3,79,1,1,1,1,3
37,80,0,2,1,1,3,80,1,1,1,1,3
37,81,0,2,1,1,3,81,1,1,1,1,3
37,82,0,2,1,1,3,82,1,1,1,1,3
37,83,0,2,-1,2,3,83,1,1,-1,2,3
37,84,1,1,-1,2,3,84,0,2,-1,2,1
37,85,0,2,-1,2,1,85,1,1,1,1,1
37,86,1,1,1,1,1,86,0,2,-1,2,1
37,87,1,1,1,1,1,87,1,1,-1,2,1
37,88,1,1,1,1,1,88,NA,NA,NA,NA,1
37,89,1,1,1,1,1,89,0,2,1,1,1
37,90,1,1,-1,2,1,90,1,1,1,1,1
37,91,1,1,1,1,1,91,NA,NA,NA,NA,1
37,92,1,1,-1,2,1,92,1,1,1,1,1
37,93,1,2,1,1,2,93,1,1,1,1,1
37,94,1,2,1,1,2,94,0,2,-1,2,1
37,95,1,2,1,1,2,95,1,1,-1,2,1
37,96,1,2,1,1,2,96,0,2,-1,2,1
37,97,1,2,1,1,2,97,1,1,1,1,1
37,98,1,2,-1,2,2,98,1,1,1,1,1
37,99,1,2,1,1,2,99,NA,NA,NA,NA,1
37,100,0,2,-1,2,1,100,0,1,-1,2,2
37,101,0,2,-1,2,1,101,1,2,1,1,2
37,102,0,2,-1,2,1,102,1,2,-1,2,2
37,103,1,1,1,1,1,103,0,1,-1,2,2
37,104,1,1,1,1,1,104,1,2,1,1,2
37,105,1,1,1,1,1,105,1,2,-1,2,2
37,106,1,1,1,1,1,106,0,1,-1,2,2
